ticker,price,target_price,stop_price,prob_win,prob_stop,ev_score,beta,vol_ratio,turnover_oku,action,reason,code,margin_date,margin_buy,margin_buy_diff,margin_buy_pct,margin_short,margin_ratio,is_accumulating
5019.T,1648.0,1746.6,1598.7,0.3507,0.2603,0.441,0.21,1.13,106.0,🎯 BUY,"打診買い適合(勝率35.1%, 出来高1.13x)",5019,09/04,935.0,-117.0,-11.13,144.0,6.45,False
7459.T,2886.0,2984.1,2837.0,0.3504,0.2605,0.44,-0.03,1.02,12.0,🎯 BUY,"打診買い適合(勝率35.0%, 出来高1.02x)",7459,09/04,15.0,2.0,18.11,11.0,1.34,False
2782.T,4660.0,4942.1,4518.9,0.3594,0.2816,0.437,0.4,1.06,21.4,🎯 BUY,"打診買い適合(勝率35.9%, 出来高1.06x)",2782,09/04,169.0,29.0,20.85,33.0,5.15,False
2702.T,8030.0,8307.1,7891.4,0.3557,0.2788,0.433,-0.29,0.99,36.7,🎯 BUY,"打診買い適合(勝率35.6%, 出来高0.99x)",2702,09/04,159.0,12.0,8.67,99.0,1.6,False
2212.T,3867.0,4027.9,3786.6,0.3554,0.2792,0.432,-0.46,0.95,23.2,🎯 BUY,"打診買い適合(勝率35.5%, 出来高0.95x)",2212,09/04,56.0,-5.0,-8.96,46.0,1.24,True
7012.T,2319.0,2477.8,2239.6,0.3595,0.2866,0.432,0.95,0.92,298.8,🎯 BUY,"打診買い適合(勝率36.0%, 出来高0.92x)",7012,09/04,19036.0,1645.0,9.46,677.0,28.11,False
7721.T,6550.0,7232.9,6208.6,0.3547,0.2807,0.429,1.5,1.12,17.2,🎯 BUY,"打診買い適合(勝率35.5%, 出来高1.12x)",7721,09/04,358.0,5.0,1.64,34.0,10.43,False
7532.T,726.0999755859375,768.2,705.1,0.3579,0.2917,0.424,0.85,1.25,133.5,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.25x)",7532,09/04,8733.0,2356.0,36.95,872.0,10.01,False
1721.T,5372.0,5578.0,5269.0,0.3584,0.295,0.422,0.49,1.32,27.3,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.32x)",1721,09/04,39.0,-1.0,-4.61,42.0,0.93,True
6113.T,2338.5,2495.4,2260.0,0.3585,0.2972,0.42,1.64,1.35,55.3,🎯 BUY,"打診買い適合(勝率35.9%, 出来高1.35x)",6113,09/04,235.0,25.0,11.93,31.0,7.48,False
1407.T,2220.0,2479.5,2090.3,0.3592,0.3009,0.418,1.64,1.28,10.3,🎯 BUY,"打診買い適合(勝率35.9%, 出来高1.28x)",1407,09/04,782.0,-343.0,-30.53,22.0,34.45,False
9989.T,3665.0,3761.4,3616.8,0.3585,0.2994,0.418,0.12,0.94,17.5,🎯 BUY,"打診買い適合(勝率35.8%, 出来高0.94x)",9989,09/04,157.0,4.0,3.0,29.0,5.28,False
6269.T,8995.0,9641.3,8671.9,0.3573,0.2985,0.416,1.47,1.3,60.6,🎯 BUY,"打診買い適合(勝率35.7%, 出来高1.30x)",6269,09/04,1455.0,79.0,5.81,26.0,55.98,False
8227.T,3171.0,3283.1,3114.9,0.358,0.3009,0.415,-0.14,1.05,20.8,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.05x)",8227,09/04,160.0,14.0,9.98,32.0,5.0,False
6016.T,10830.0,12050.0,10220.0,0.3588,0.3049,0.413,0.97,0.94,13.1,🎯 BUY,"打診買い適合(勝率35.9%, 出来高0.94x)",6016,09/04,222.0,-3.0,-1.51,0.0,2224.0,False
5830.T,3816.0,4040.7,3703.6,0.3554,0.2989,0.412,0.71,1.2,41.9,🎯 BUY,"打診買い適合(勝率35.5%, 出来高1.20x)",5830,09/04,520.0,67.0,14.76,39.0,13.32,False
8303.T,1568.5,1642.4,1531.6,0.3561,0.3027,0.409,0.68,1.01,41.9,🎯 BUY,"打診買い適合(勝率35.6%, 出来高1.01x)",8303,09/04,10494.0,-113.0,-1.07,35.0,296.0,False
9202.T,2935.0,3018.1,2893.5,0.3567,0.3043,0.409,0.37,1.04,72.8,🎯 BUY,"打診買い適合(勝率35.7%, 出来高1.04x)",9202,09/04,776.0,76.0,10.94,212.0,3.65,False
7649.T,1264.0,1320.5,1235.8,0.354,0.3002,0.408,0.09,1.18,36.0,🎯 BUY,"打診買い適合(勝率35.4%, 出来高1.18x)",7649,09/04,492.0,48.0,10.84,45.0,10.73,False
9744.T,3310.0,3393.3,3268.4,0.3555,0.3041,0.407,0.09,1.24,12.4,🎯 BUY,"打診買い適合(勝率35.6%, 出来高1.24x)",9744,09/04,263.0,11.0,4.53,35.0,7.51,False
8022.T,3860.0,4101.4,3739.3,0.3549,0.3049,0.405,0.18,1.04,11.6,🎯 BUY,"打診買い適合(勝率35.5%, 出来高1.04x)",8022,09/04,42.0,-9.0,-18.63,24.0,1.75,True
3382.T,2008.0,2073.2,1975.4,0.3573,0.3113,0.403,-0.12,1.21,143.6,🎯 BUY,"打診買い適合(勝率35.7%, 出来高1.21x)",3382,09/04,1783.0,-402.0,-18.43,749.0,2.38,True
8570.T,1636.0,1705.9,1601.1,0.3513,0.3015,0.401,0.05,1.33,10.3,🎯 BUY,"打診買い適合(勝率35.1%, 出来高1.33x)",8570,09/04,973.0,111.0,12.94,54.0,17.82,False
8524.T,1298.0,1371.1,1261.4,0.3565,0.3131,0.4,0.57,1.27,18.5,🎯 BUY,"打診買い適合(勝率35.6%, 出来高1.27x)",8524,09/04,2355.0,35.0,1.51,116.0,20.17,False
6203.T,2844.0,3241.7,2645.1,0.3533,0.3139,0.393,1.36,0.93,415.7,🎯 BUY,"打診買い適合(勝率35.3%, 出来高0.93x)",6203,09/04,689.0,56.0,8.94,42.0,16.26,False
2282.T,6247.0,6473.0,6134.0,0.3583,0.3294,0.387,-0.1,1.29,38.4,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.29x)",2282,09/04,122.0,28.0,30.46,244.0,0.5,False
4689.T,544.4000244140625,574.5,529.3,0.3532,0.3204,0.386,0.22,1.3,86.5,🎯 BUY,"打診買い適合(勝率35.3%, 出来高1.30x)",4689,09/04,6044.0,-293.0,-4.62,921.0,6.56,False
6592.T,1658.5,1732.7,1621.4,0.3599,0.3375,0.382,0.76,1.14,17.9,🎯 BUY,"打診買い適合(勝率36.0%, 出来高1.14x)",6592,09/04,234.0,-41.0,-14.95,486.0,0.48,True
8306.T,3661.0,3836.1,3573.4,0.3517,0.322,0.381,0.37,1.33,1411.4,🎯 BUY,"打診買い適合(勝率35.2%, 出来高1.33x)",8306,09/04,31391.0,-3402.0,-9.78,2601.0,12.07,False
5332.T,5773.0,6090.1,5614.4,0.36,0.3414,0.379,1.22,1.19,52.5,🎯 BUY,"打診買い適合(勝率36.0%, 出来高1.19x)",5332,09/04,778.0,101.0,15.0,61.0,12.65,False
2267.T,2816.0,2908.3,2769.9,0.3578,0.3386,0.377,-0.15,0.93,28.2,🎯 BUY,"打診買い適合(勝率35.8%, 出来高0.93x)",2267,09/04,412.0,16.0,4.17,46.0,8.83,False
1911.T,1218.0,1265.8,1194.1,0.3524,0.3359,0.369,0.42,1.58,74.3,🎯 BUY,"打診買い適合(勝率35.2%, 出来高1.58x)",1911,09/04,3318.0,353.0,11.91,101.0,32.86,False
6460.T,3194.0,3379.6,3101.2,0.3576,0.3471,0.368,0.01,1.16,33.6,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.16x)",6460,09/04,172.0,-2.0,-1.37,130.0,1.32,False
9684.T,2881.0,3073.6,2784.7,0.3577,0.3517,0.364,0.35,1.12,28.7,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.12x)",9684,09/04,399.0,70.0,21.46,197.0,2.03,False
4768.T,3528.0,3677.1,3453.4,0.3584,0.354,0.363,0.01,1.2,40.3,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.20x)",4768,09/04,29.0,0.0,3.19,55.0,0.53,False
5214.T,4802.0,5047.7,4679.1,0.3588,0.3563,0.361,1.29,0.85,30.7,🎯 BUY,"打診買い適合(勝率35.9%, 出来高0.85x)",5214,09/04,303.0,6.0,2.05,36.0,8.28,False
6925.T,3538.0,3787.9,3413.1,0.3581,0.3552,0.361,1.76,0.98,10.5,🎯 BUY,"打診買い適合(勝率35.8%, 出来高0.98x)",6925,09/04,65.0,3.0,5.01,8.0,8.12,False
9616.T,3095.0,3241.6,3021.7,0.3561,0.3535,0.359,0.24,1.07,23.5,🎯 BUY,"打診買い適合(勝率35.6%, 出来高1.07x)",9616,09/04,539.0,85.0,18.95,323.0,1.67,False
6701.T,4536.0,4833.7,4387.1,0.3516,0.3504,0.353,0.32,0.9,255.7,🎯 BUY,"打診買い適合(勝率35.2%, 出来高0.90x)",6701,09/04,5284.0,-321.0,-5.74,233.0,22.67,False
4461.T,12480.0,14154.3,11642.9,0.3421,0.2107,0.473,2.44,0.74,26.6,👀 WATCH,監視対象(勝率34.2%),4461,09/04,557.0,89.0,19.18,24.0,22.65,False
1812.T,4897.0,5158.3,4766.4,0.3432,0.2145,0.472,0.82,1.11,125.3,👀 WATCH,監視対象(勝率34.3%),1812,09/04,1278.0,-73.0,-5.4,41.0,30.52,False
3038.T,2965.5,3173.4,2861.5,0.3431,0.2196,0.467,0.11,0.98,91.5,👀 WATCH,監視対象(勝率34.3%),3038,09/04,1446.0,-277.0,-16.11,146.0,9.85,False
6996.T,2528.0,2796.1,2393.9,0.3517,0.2384,0.465,1.92,0.76,22.1,👀 WATCH,監視対象(勝率35.2%),6996,09/04,478.0,52.0,12.34,72.0,6.6,False
8035.T,51460.0,56212.9,49083.6,0.3484,0.2329,0.464,1.28,1.21,1701.0,👀 WATCH,監視対象(勝率34.8%),8035,09/04,2264.0,88.0,4.09,189.0,11.96,False
2768.T,5739.0,6048.4,5584.3,0.345,0.227,0.463,0.57,1.05,68.9,👀 WATCH,監視対象(勝率34.5%),2768,09/04,2719.0,-365.0,-11.85,46.0,58.12,False
1803.T,2360.0,2498.9,2290.6,0.3448,0.2312,0.458,0.65,1.08,99.1,👀 WATCH,監視対象(勝率34.5%),1803,09/04,1774.0,-128.0,-6.74,69.0,25.72,False
9697.T,4240.0,4518.6,4100.7,0.3444,0.2304,0.458,0.29,0.59,153.6,👀 WATCH,監視対象(勝率34.4%),9697,09/04,688.0,-84.0,-10.97,192.0,3.58,True
2670.T,2641.0,2737.4,2592.8,0.3428,0.2285,0.457,0.06,1.05,13.8,👀 WATCH,監視対象(勝率34.3%),2670,09/04,87.0,10.0,12.87,42.0,2.08,False
6481.T,5874.0,6330.9,5645.6,0.347,0.2374,0.457,1.44,1.22,60.5,👀 WATCH,監視対象(勝率34.7%),6481,09/04,548.0,55.0,11.34,62.0,8.82,False
3349.T,6501.0,6864.7,6319.1,0.3422,0.2285,0.456,-0.19,0.87,29.0,👀 WATCH,監視対象(勝率34.2%),3349,09/04,132.0,-26.0,-16.75,38.0,3.47,True
4967.T,5768.0,5956.9,5673.6,0.3413,0.2293,0.453,-0.11,0.74,16.1,👀 WATCH,監視対象(勝率34.1%),4967,09/04,86.0,-5.0,-5.88,89.0,0.96,True
5713.T,9484.0,10673.1,8889.4,0.3469,0.2432,0.451,1.76,1.34,266.7,👀 WATCH,監視対象(勝率34.7%),5713,09/04,1539.0,30.0,2.01,168.0,9.16,False
1944.T,6756.0,7109.6,6579.2,0.3487,0.2484,0.449,1.07,0.84,43.6,👀 WATCH,監視対象(勝率34.9%),1944,09/04,243.0,-31.0,-11.58,14.0,16.46,False
6594.T,2691.0,2909.6,2581.7,0.3435,0.2408,0.446,1.7,0.7,153.2,👀 WATCH,監視対象(勝率34.3%),6594,09/04,4329.0,382.0,9.7,209.0,20.71,False
6997.T,2674.0,3028.9,2496.6,0.3569,0.2683,0.446,2.48,0.84,27.7,👀 WATCH,監視対象(勝率35.7%),6997,09/04,1136.0,29.0,2.64,48.0,23.63,False
6834.T,5090.0,6121.1,4574.4,0.3424,0.2398,0.445,3.5,0.99,40.5,👀 WATCH,監視対象(勝率34.2%),6834,09/04,1507.0,-103.0,-6.42,314.0,4.8,True
3687.T,2185.0,2417.3,2068.9,0.3592,0.2755,0.443,2.0,0.63,20.4,👀 WATCH,監視対象(勝率35.9%),3687,09/04,2147.0,51.0,2.46,1052.0,2.04,False
1963.T,2312.0,2470.4,2232.8,0.3442,0.2461,0.442,0.73,1.24,38.1,👀 WATCH,監視対象(勝率34.4%),1963,09/04,1459.0,-50.0,-3.34,78.0,18.69,False
6301.T,7114.0,7477.6,6932.2,0.3458,0.2504,0.441,0.87,1.48,205.2,👀 WATCH,監視対象(勝率34.6%),6301,09/04,875.0,-18.0,-2.09,201.0,4.35,False
4403.T,2599.0,2701.9,2547.6,0.3482,0.2589,0.438,0.34,0.76,28.4,👀 WATCH,監視対象(勝率34.8%),4403,09/04,295.0,-21.0,-6.85,26.0,11.01,False
6508.T,10320.0,11400.0,9780.0,0.3422,0.2465,0.438,1.77,0.9,24.2,👀 WATCH,監視対象(勝率34.2%),6508,09/04,148.0,-24.0,-14.3,19.0,7.79,False
1942.T,5433.0,5738.3,5280.4,0.3549,0.2723,0.437,1.26,0.7,38.9,👀 WATCH,監視対象(勝率35.5%),1942,09/04,467.0,-16.0,-3.45,42.0,11.12,False
9962.T,3447.0,3689.1,3325.9,0.3497,0.2627,0.437,1.29,1.35,41.4,👀 WATCH,監視対象(勝率35.0%),9962,09/04,68.0,-14.0,-16.93,38.0,1.8,True
3402.T,1237.0,1299.0,1206.0,0.3473,0.2599,0.435,0.64,1.13,51.4,👀 WATCH,監視対象(勝率34.7%),3402,09/04,1569.0,233.0,17.51,500.0,3.13,False
5105.T,3693.0,3903.1,3587.9,0.3447,0.2545,0.435,1.08,1.25,87.4,👀 WATCH,監視対象(勝率34.5%),5105,09/04,521.0,84.0,19.3,20.0,26.09,False
8001.T,2294.0,2400.5,2240.8,0.3411,0.2476,0.435,0.14,1.08,422.7,👀 WATCH,監視対象(勝率34.1%),8001,09/04,3917.0,-141.0,-3.49,1262.0,3.1,True
3064.T,1906.5,2003.0,1858.2,0.3404,0.2463,0.434,0.14,0.87,37.4,👀 WATCH,監視対象(勝率34.0%),3064,09/04,965.0,1.0,0.17,124.0,7.79,False
4180.T,1420.0,1575.3,1342.4,0.3539,0.288,0.42,1.06,0.83,22.9,👀 WATCH,監視対象(勝率35.4%),4180,09/04,1997.0,-218.0,-9.84,41.0,47.67,False
9104.T,7046.0,7495.3,6821.4,0.3408,0.2622,0.419,-0.25,1.37,191.4,👀 WATCH,監視対象(勝率34.1%),9104,09/04,1306.0,283.0,27.74,347.0,3.76,False
6586.T,5256.0,5472.9,5147.6,0.3474,0.2802,0.415,0.59,1.6,31.7,👀 WATCH,監視対象(勝率34.7%),6586,09/04,246.0,13.0,5.8,27.0,8.99,False
8331.T,2729.0,2877.0,2655.0,0.342,0.2692,0.415,0.55,1.76,94.9,👀 WATCH,監視対象(勝率34.2%),8331,09/04,557.0,-24.0,-4.16,397.0,1.4,True
7832.T,5359.0,5665.9,5205.6,0.3401,0.2692,0.411,-0.12,0.96,181.9,👀 WATCH,監視対象(勝率34.0%),7832,09/04,323.0,-47.0,-12.75,116.0,2.77,True
9008.T,794.2999877929688,817.4,782.8,0.3487,0.2886,0.409,-0.13,1.46,13.8,👀 WATCH,監視対象(勝率34.9%),9008,09/04,2025.0,-111.0,-5.2,42.0,47.89,False
8015.T,7553.0,8033.3,7312.9,0.3431,0.279,0.407,0.8,1.25,188.3,👀 WATCH,監視対象(勝率34.3%),8015,09/04,538.0,56.0,11.69,58.0,9.19,False
4631.T,4612.0,4928.9,4453.6,0.3499,0.2946,0.405,1.09,0.88,31.5,👀 WATCH,監視対象(勝率35.0%),4631,09/04,554.0,-70.0,-11.29,21.0,25.33,False
7966.T,5160.0,5512.9,4983.6,0.3467,0.2885,0.405,1.4,0.34,94.2,👀 WATCH,監視対象(勝率34.7%),7966,09/04,969.0,-644.0,-39.95,2364.0,0.41,True
7974.T,8093.0,8617.4,7830.8,0.346,0.2874,0.405,0.27,1.04,794.8,👀 WATCH,監視対象(勝率34.6%),7974,09/04,8041.0,228.0,2.93,856.0,9.39,False
5831.T,3551.0,3739.0,3457.0,0.3458,0.2887,0.403,0.6,1.25,70.7,👀 WATCH,監視対象(勝率34.6%),5831,09/04,561.0,24.0,4.55,91.0,6.13,False
9042.T,4617.0,4766.0,4542.5,0.3452,0.2873,0.403,0.01,1.29,27.5,👀 WATCH,監視対象(勝率34.5%),9042,09/04,108.0,-6.0,-5.82,64.0,1.68,True
2002.T,2039.5,2103.6,2007.5,0.3474,0.296,0.399,-0.29,1.26,20.8,👀 WATCH,監視対象(勝率34.7%),2002,09/04,92.0,7.0,8.75,75.0,1.22,False
8359.T,2703.5,2844.9,2632.8,0.3439,0.2887,0.399,0.74,1.18,37.5,👀 WATCH,監視対象(勝率34.4%),8359,09/04,400.0,-23.0,-5.55,139.0,2.88,True
3774.T,3340.0,3506.0,3257.0,0.3484,0.2992,0.398,0.17,1.17,14.2,👀 WATCH,監視対象(勝率34.8%),3774,09/04,79.0,-13.0,-14.9,38.0,2.04,True
5726.T,2510.0,2748.6,2390.7,0.3586,0.3206,0.397,0.85,0.69,20.5,👀 WATCH,監視対象(勝率35.9%),5726,09/04,986.0,-73.0,-6.97,988.0,1.0,True
4204.T,2473.5,2553.9,2433.3,0.3425,0.2898,0.395,0.38,1.23,36.0,👀 WATCH,監視対象(勝率34.3%),4204,09/04,1306.0,-21.0,-1.64,270.0,4.83,False
7270.T,2619.5,2739.6,2559.4,0.3454,0.2981,0.393,0.52,1.17,110.3,👀 WATCH,監視対象(勝率34.5%),7270,09/04,1352.0,-73.0,-5.12,99.0,13.54,False
7951.T,1232.0,1284.5,1205.8,0.3407,0.2903,0.391,0.43,1.08,32.9,👀 WATCH,監視対象(勝率34.1%),7951,09/04,373.0,22.0,6.28,45.0,8.22,False
8060.T,3658.0,3819.3,3577.4,0.3409,0.2913,0.391,0.2,1.45,10.4,👀 WATCH,監視対象(勝率34.1%),8060,09/04,46.0,-2.0,-5.11,34.0,1.35,True
7182.T,3290.0,3476.0,3197.0,0.3403,0.292,0.389,0.33,1.35,166.9,👀 WATCH,監視対象(勝率34.0%),7182,09/04,1538.0,180.0,13.29,159.0,9.65,False
9401.T,5685.0,5895.9,5579.6,0.3493,0.3104,0.388,0.27,1.26,14.6,👀 WATCH,監視対象(勝率34.9%),9401,09/04,52.0,0.0,0.19,22.0,2.31,False
3092.T,1114.0,1157.3,1092.4,0.3478,0.309,0.387,0.09,1.22,29.3,👀 WATCH,監視対象(勝率34.8%),3092,09/04,526.0,29.0,5.95,333.0,1.58,False
5444.T,12250.0,12813.6,11968.2,0.3401,0.2927,0.387,0.26,1.24,14.1,👀 WATCH,監視対象(勝率34.0%),5444,09/04,40.0,-2.0,-5.32,8.0,5.05,False
7867.T,3639.0,3816.3,3550.4,0.3498,0.3157,0.384,0.17,1.97,21.8,👀 WATCH,監視対象(勝率35.0%),7867,09/04,231.0,12.0,5.85,67.0,3.46,False
3288.T,7415.0,7684.1,7280.4,0.3414,0.2999,0.383,0.45,0.99,19.2,👀 WATCH,監視対象(勝率34.1%),3288,09/04,244.0,19.0,8.52,39.0,6.21,False
8795.T,4929.0,5151.7,4817.6,0.3478,0.3128,0.383,0.39,1.06,72.2,👀 WATCH,監視対象(勝率34.8%),8795,09/04,192.0,-18.0,-8.85,107.0,1.79,True
5202.T,495.0,498.1,493.4,0.3426,0.3046,0.381,0.06,0.21,13.2,👀 WATCH,監視対象(勝率34.3%),5202,09/04,1347.0,-1280.0,-48.72,0.0,2695.0,False
3994.T,5941.0,6640.1,5591.4,0.3408,0.3019,0.38,0.54,0.8,28.6,👀 WATCH,監視対象(勝率34.1%),3994,09/04,119.0,-4.0,-3.23,904.0,0.13,True
6869.T,1786.5,1884.8,1737.4,0.3481,0.3161,0.38,0.01,1.07,51.0,👀 WATCH,監視対象(勝率34.8%),6869,09/04,880.0,27.0,3.18,216.0,4.06,False
6532.T,7337.0,7796.2,7107.4,0.3404,0.3062,0.375,-0.03,0.99,75.5,👀 WATCH,監視対象(勝率34.0%),6532,09/04,327.0,-9.0,-2.85,221.0,1.48,False
7189.T,4866.0,5138.1,4729.9,0.3497,0.324,0.375,0.53,1.33,18.0,👀 WATCH,監視対象(勝率35.0%),7189,09/04,789.0,-146.0,-15.64,13.0,56.76,False
2897.T,2937.5,3041.6,2885.4,0.3479,0.3238,0.372,-0.32,1.23,34.1,👀 WATCH,監視対象(勝率34.8%),2897,09/04,385.0,-32.0,-7.78,270.0,1.42,True
2433.T,1302.0,1371.6,1267.2,0.3414,0.3128,0.37,-0.02,1.14,11.8,👀 WATCH,監視対象(勝率34.1%),2433,09/04,38.0,-4.0,-11.06,98.0,0.39,True
4676.T,4034.0,4200.7,3950.6,0.3451,0.3363,0.354,-0.16,1.02,19.5,👀 WATCH,監視対象(勝率34.5%),4676,09/04,181.0,-6.0,-3.31,137.0,1.32,True
9142.T,3506.0,3609.7,3454.1,0.3442,0.3386,0.35,0.03,1.08,24.6,👀 WATCH,監視対象(勝率34.4%),9142,09/04,418.0,-62.0,-12.92,73.0,5.72,False
1802.T,3012.0,3145.1,2945.4,0.3384,0.2154,0.461,0.42,1.19,85.7,⏸️ WAIT,見送り,1802,09/04,856.0,-72.0,-7.84,37.0,22.84,False
1801.T,12470.0,13277.1,12066.4,0.3298,0.2011,0.459,0.58,1.05,108.2,⏸️ WAIT,見送り,1801,09/04,410.0,-18.0,-4.38,35.0,11.47,False
6005.T,3005.0,3147.0,2934.0,0.3336,0.2112,0.456,0.6,1.0,11.6,⏸️ WAIT,見送り,6005,09/04,86.0,-8.0,-9.22,57.0,1.51,True
5631.T,6966.0,7562.3,6667.9,0.3379,0.2215,0.454,0.69,1.42,78.4,⏸️ WAIT,見送り,5631,09/04,1125.0,114.0,11.34,46.0,24.27,False
7550.T,11235.0,11955.7,10874.6,0.327,0.1998,0.454,-0.07,1.08,57.0,⏸️ WAIT,見送り,7550,09/04,109.0,-5.0,-4.7,324.0,0.34,True
3088.T,2473.5,2580.6,2420.0,0.3306,0.2079,0.453,-0.06,1.23,40.2,⏸️ WAIT,見送り,3088,09/04,196.0,-19.0,-9.19,239.0,0.82,True
8267.T,1332.5,1396.8,1300.4,0.333,0.2136,0.452,0.06,1.37,141.9,⏸️ WAIT,見送り,8267,09/04,5482.0,-1097.0,-16.67,1463.0,3.75,True
3391.T,2245.0,2361.9,2186.5,0.3241,0.1983,0.45,-0.1,1.02,31.4,⏸️ WAIT,見送り,3391,09/04,235.0,9.0,3.97,15.0,15.62,False
6814.T,7100.0,7625.0,6837.5,0.3362,0.2255,0.447,1.08,0.94,18.8,⏸️ WAIT,見送り,6814,09/04,414.0,-7.0,-1.85,23.0,17.96,False
4722.T,2420.0,2434.9,2412.6,0.3301,0.2141,0.446,-0.0,1.49,15.7,⏸️ WAIT,見送り,4722,09/04,212.0,-50.0,-19.05,5.0,36.08,False
6703.T,2573.0,2773.7,2472.6,0.3383,0.2311,0.446,1.65,0.97,14.0,⏸️ WAIT,見送り,6703,09/04,1207.0,66.0,5.86,42.0,28.74,False
8918.T,10.0,12.0,9.0,0.335,0.2247,0.445,-0.18,0.87,33.8,⏸️ WAIT,見送り,8918,09/04,67975.0,5508.0,8.82,5.0,0.0,False
9201.T,2964.0,3061.0,2915.5,0.3346,0.2249,0.444,0.41,1.25,55.9,⏸️ WAIT,見送り,9201,09/04,1242.0,64.0,5.48,190.0,6.52,False
4088.T,2990.0,3225.9,2872.1,0.328,0.2128,0.443,0.54,0.47,55.7,⏸️ WAIT,見送り,4088,09/04,738.0,18.0,2.61,458.0,1.61,False
6762.T,2808.5,3033.6,2696.0,0.3335,0.2238,0.443,1.53,1.11,311.4,⏸️ WAIT,見送り,6762,09/04,5167.0,342.0,7.09,262.0,19.69,False
9843.T,3242.0,3453.1,3136.4,0.3331,0.2227,0.443,-0.1,0.83,131.9,⏸️ WAIT,見送り,9843,09/04,1131.0,86.0,8.25,422.0,2.68,False
7599.T,1203.0,1241.2,1183.9,0.3386,0.2356,0.442,0.5,1.03,11.3,⏸️ WAIT,見送り,7599,09/04,988.0,-32.0,-3.15,185.0,5.34,False
8697.T,2210.5,2306.6,2162.4,0.3291,0.2165,0.442,0.61,1.03,71.7,⏸️ WAIT,見送り,8697,09/04,306.0,72.0,30.89,436.0,0.7,False
1515.T,3340.0,3852.1,3083.9,0.3285,0.2163,0.441,1.97,1.27,23.4,⏸️ WAIT,見送り,1515,09/04,987.0,59.0,6.44,212.0,4.65,False
5021.T,4523.0,4747.3,4410.9,0.3264,0.2122,0.441,0.21,0.99,28.8,⏸️ WAIT,見送り,5021,09/04,130.0,-13.0,-9.29,62.0,2.11,True
6103.T,4330.0,4632.9,4178.6,0.3372,0.2336,0.441,1.34,1.1,20.5,⏸️ WAIT,見送り,6103,09/04,181.0,42.0,30.19,34.0,5.22,False
7259.T,2230.5,2334.7,2178.4,0.3386,0.2361,0.441,0.66,1.03,68.9,⏸️ WAIT,見送り,7259,09/04,920.0,-60.0,-6.2,142.0,6.46,False
2432.T,2496.0,2618.8,2434.6,0.3328,0.2254,0.44,0.18,0.97,27.6,⏸️ WAIT,見送り,2432,09/04,1744.0,-98.0,-5.34,120.0,14.5,False
5334.T,7205.0,7749.9,6932.6,0.3288,0.2172,0.44,1.16,0.93,115.4,⏸️ WAIT,見送り,5334,09/04,531.0,60.0,12.73,93.0,5.67,False
2726.T,1481.0,1581.9,1430.6,0.3265,0.2136,0.439,-0.03,0.8,16.7,⏸️ WAIT,見送り,2726,09/04,719.0,-23.0,-3.21,109.0,6.59,False
7220.T,2713.0,3026.1,2556.4,0.3242,0.2089,0.439,1.64,0.67,27.3,⏸️ WAIT,見送り,7220,09/04,782.0,59.0,8.24,28.0,27.57,False
6302.T,5526.0,5959.7,5309.1,0.3245,0.212,0.437,1.43,1.25,39.8,⏸️ WAIT,見送り,6302,09/04,182.0,-80.0,-30.59,20.0,8.84,False
6305.T,5633.0,6000.0,5449.5,0.3373,0.2373,0.437,0.29,1.05,67.4,⏸️ WAIT,見送り,6305,09/04,432.0,-10.0,-2.46,25.0,16.88,False
6472.T,370.1000061035156,392.3,359.0,0.317,0.1982,0.436,1.05,0.97,14.2,⏸️ WAIT,見送り,6472,09/04,1889.0,-114.0,-5.69,294.0,6.42,False
1414.T,1241.0,1273.6,1224.7,0.3301,0.2253,0.435,0.07,0.97,13.1,⏸️ WAIT,見送り,1414,09/04,776.0,-79.0,-9.28,134.0,5.78,False
6923.T,3461.0,3616.6,3383.2,0.3283,0.2217,0.435,0.71,0.85,16.3,⏸️ WAIT,見送り,6923,09/04,26.0,0.0,1.53,14.0,1.85,False
7276.T,2599.0,2703.6,2546.7,0.3292,0.2236,0.435,0.72,1.19,19.9,⏸️ WAIT,見送り,7276,09/04,3023.0,10.0,0.36,60.0,50.3,False
9023.T,1526.5,1565.7,1506.9,0.3389,0.2425,0.435,-0.24,1.08,29.1,⏸️ WAIT,見送り,9023,09/04,1818.0,-125.0,-6.47,130.0,13.99,False
9101.T,7262.0,7712.0,7037.0,0.3277,0.2199,0.435,0.02,1.04,193.5,⏸️ WAIT,見送り,9101,09/04,1184.0,174.0,17.23,687.0,1.72,False
6432.T,7160.0,7603.3,6938.4,0.3172,0.2005,0.434,1.11,0.97,17.5,⏸️ WAIT,見送り,6432,09/04,525.0,-12.0,-2.4,27.0,19.25,False
1959.T,7887.0,8238.7,7711.1,0.3351,0.237,0.433,0.83,0.96,14.5,⏸️ WAIT,見送り,1959,09/04,91.0,0.0,0.11,17.0,5.15,False
1719.T,1862.0,1921.9,1832.0,0.3375,0.2429,0.432,0.33,1.22,13.1,⏸️ WAIT,見送り,1719,09/04,465.0,0.0,0.0,50.0,9.31,False
